GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0021800279,109,201935,James Harden,1610612745,Houston Rockets,1,4,16,Made Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,7,57,1,1,20181124,CLE,HOU
Shot Chart Detail,0021800279,137,201935,James Harden,1610612745,Houston Rockets,1,2,13,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,3,8,1,1,20181124,CLE,HOU
Shot Chart Detail,0021800279,152,201935,James Harden,1610612745,Houston Rockets,1,1,0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-8,11,1,1,20181124,CLE,HOU
Shot Chart Detail,0021800279,154,201935,James Harden,1610612745,Houston Rockets,1,0,29,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,144,221,1,1,20181124,CLE,HOU
Shot Chart Detail,0021800279,243,201935,James Harden,1610612745,Houston Rockets,2,7,2,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-24,260,1,1,20181124,CLE,HOU
Shot Chart Detail,0021800279,310,201935,James Harden,1610612745,Houston Rockets,2,2,12,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-3,6,1,1,20181124,CLE,HOU
Shot Chart Detail,0021800279,318,201935,James Harden,1610612745,Houston Rockets,2,1,42,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-161,197,1,1,20181124,CLE,HOU
Shot Chart Detail,0021800279,450,201935,James Harden,1610612745,Houston Rockets,3,1,29,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,-5,1,1,20181124,CLE,HOU
Shot Chart Detail,0021800279,460,201935,James Harden,1610612745,Houston Rockets,3,1,4,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-29,59,1,1,20181124,CLE,HOU
Shot Chart Detail,0021800279,518,201935,James Harden,1610612745,Houston Rockets,4,9,55,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-148,215,1,1,20181124,CLE,HOU
Shot Chart Detail,0021800279,537,201935,James Harden,1610612745,Houston Rockets,4,8,35,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,7,1,1,20181124,CLE,HOU
Shot Chart Detail,0021800279,607,201935,James Harden,1610612745,Houston Rockets,4,2,23,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-2,99,1,1,20181124,CLE,HOU
Shot Chart Detail,0021800279,631,201935,James Harden,1610612745,Houston Rockets,4,0,50,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,-1,1,1,20181124,CLE,HOU
Shot Chart Detail,0021800296,66,201935,James Harden,1610612745,Houston Rockets,1,6,59,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-14,15,1,1,20181126,WAS,HOU
Shot Chart Detail,0021800296,69,201935,James Harden,1610612745,Houston Rockets,1,6,33,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-75,247,1,1,20181126,WAS,HOU
Shot Chart Detail,0021800296,77,201935,James Harden,1610612745,Houston Rockets,1,6,21,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,8,6,1,1,20181126,WAS,HOU
Shot Chart Detail,0021800296,173,201935,James Harden,1610612745,Houston Rockets,1,0,29,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,50,105,1,1,20181126,WAS,HOU
Shot Chart Detail,0021800296,292,201935,James Harden,1610612745,Houston Rockets,2,7,23,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,11,1,1,20181126,WAS,HOU
Shot Chart Detail,0021800296,319,201935,James Harden,1610612745,Houston Rockets,2,5,0,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-29,263,1,1,20181126,WAS,HOU
Shot Chart Detail,0021800296,372,201935,James Harden,1610612745,Houston Rockets,2,0,49,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,3,1,1,20181126,WAS,HOU
Shot Chart Detail,0021800296,378,201935,James Harden,1610612745,Houston Rockets,2,0,7,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-1,1,1,20181126,WAS,HOU
Shot Chart Detail,0021800296,385,201935,James Harden,1610612745,Houston Rockets,3,11,43,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-50,120,1,1,20181126,WAS,HOU
Shot Chart Detail,0021800296,426,201935,James Harden,1610612745,Houston Rockets,3,7,50,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,8,1,1,20181126,WAS,HOU
Shot Chart Detail,0021800296,450,201935,James Harden,1610612745,Houston Rockets,3,6,16,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,11,1,1,20181126,WAS,HOU
Shot Chart Detail,0021800296,492,201935,James Harden,1610612745,Houston Rockets,3,3,18,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,140,223,1,1,20181126,WAS,HOU
Shot Chart Detail,0021800296,515,201935,James Harden,1610612745,Houston Rockets,3,1,23,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-111,256,1,1,20181126,WAS,HOU
Shot Chart Detail,0021800296,517,201935,James Harden,1610612745,Houston Rockets,3,0,39,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,64,269,1,1,20181126,WAS,HOU
Shot Chart Detail,0021800296,577,201935,James Harden,1610612745,Houston Rockets,4,8,18,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,11,1,1,20181126,WAS,HOU
Shot Chart Detail,0021800296,631,201935,James Harden,1610612745,Houston Rockets,4,3,20,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,151,210,1,1,20181126,WAS,HOU
Shot Chart Detail,0021800296,720,201935,James Harden,1610612745,Houston Rockets,5,1,35,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,156,195,1,1,20181126,WAS,HOU
Shot Chart Detail,0021800309,13,201935,James Harden,1610612745,Houston Rockets,1,10,54,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-2,43,1,1,20181128,HOU,DAL
Shot Chart Detail,0021800309,62,201935,James Harden,1610612745,Houston Rockets,1,7,2,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-190,167,1,1,20181128,HOU,DAL
Shot Chart Detail,0021800309,98,201935,James Harden,1610612745,Houston Rockets,1,3,48,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,141,207,1,1,20181128,HOU,DAL
Shot Chart Detail,0021800309,245,201935,James Harden,1610612745,Houston Rockets,2,6,29,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,84,241,1,1,20181128,HOU,DAL
Shot Chart Detail,0021800309,362,201935,James Harden,1610612745,Houston Rockets,3,10,37,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,13,1,1,20181128,HOU,DAL
Shot Chart Detail,0021800309,368,201935,James Harden,1610612745,Houston Rockets,3,9,30,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,30,116,1,1,20181128,HOU,DAL
Shot Chart Detail,0021800309,428,201935,James Harden,1610612745,Houston Rockets,3,4,35,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,43,258,1,1,20181128,HOU,DAL
Shot Chart Detail,0021800326,9,201935,James Harden,1610612745,Houston Rockets,1,11,34,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-24,52,1,1,20181130,SAS,HOU
Shot Chart Detail,0021800326,18,201935,James Harden,1610612745,Houston Rockets,1,10,46,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-30,3,1,1,20181130,SAS,HOU
Shot Chart Detail,0021800326,234,201935,James Harden,1610612745,Houston Rockets,2,6,37,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-189,179,1,1,20181130,SAS,HOU
Shot Chart Detail,0021800326,279,201935,James Harden,1610612745,Houston Rockets,2,3,12,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-9,3,1,1,20181130,SAS,HOU
Shot Chart Detail,0021800326,289,201935,James Harden,1610612745,Houston Rockets,2,2,43,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-19,1,1,1,20181130,SAS,HOU
Shot Chart Detail,0021800326,307,201935,James Harden,1610612745,Houston Rockets,2,0,31,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,8,1,1,20181130,SAS,HOU
Shot Chart Detail,0021800326,315,201935,James Harden,1610612745,Houston Rockets,2,0,0,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,4,1,1,20181130,SAS,HOU
Shot Chart Detail,0021800326,329,201935,James Harden,1610612745,Houston Rockets,3,10,53,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,31,143,277,1,1,20181130,SAS,HOU
Shot Chart Detail,0021800326,365,201935,James Harden,1610612745,Houston Rockets,3,8,12,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,11,290,1,1,20181130,SAS,HOU
Shot Chart Detail,0021800334,18,201935,James Harden,1610612745,Houston Rockets,1,10,22,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,169,193,1,1,20181201,HOU,CHI
Shot Chart Detail,0021800334,29,201935,James Harden,1610612745,Houston Rockets,1,9,0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,13,1,1,20181201,HOU,CHI
Shot Chart Detail,0021800334,36,201935,James Harden,1610612745,Houston Rockets,1,8,15,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-14,14,1,1,20181201,HOU,CHI
Shot Chart Detail,0021800334,43,201935,James Harden,1610612745,Houston Rockets,1,7,31,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-3,3,1,1,20181201,HOU,CHI
Shot Chart Detail,0021800334,96,201935,James Harden,1610612745,Houston Rockets,1,3,51,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,66,255,1,1,20181201,HOU,CHI
Shot Chart Detail,0021800334,209,201935,James Harden,1610612745,Houston Rockets,2,7,30,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-223,138,1,1,20181201,HOU,CHI
Shot Chart Detail,0021800334,244,201935,James Harden,1610612745,Houston Rockets,2,4,27,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-192,188,1,1,20181201,HOU,CHI
Shot Chart Detail,0021800334,410,201935,James Harden,1610612745,Houston Rockets,3,4,35,Made Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,226,6,1,1,20181201,HOU,CHI
Shot Chart Detail,0021800334,425,201935,James Harden,1610612745,Houston Rockets,3,3,11,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-149,207,1,1,20181201,HOU,CHI
Shot Chart Detail,0021800348,79,201935,James Harden,1610612745,Houston Rockets,1,5,56,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-132,226,1,1,20181203,MIN,HOU
Shot Chart Detail,0021800348,109,201935,James Harden,1610612745,Houston Rockets,1,3,19,Made Shot,Running Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-7,20,1,1,20181203,MIN,HOU
Shot Chart Detail,0021800348,229,201935,James Harden,1610612745,Houston Rockets,2,7,20,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,6,68,1,1,20181203,MIN,HOU
Shot Chart Detail,0021800348,258,201935,James Harden,1610612745,Houston Rockets,2,4,58,Made Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,223,-15,1,1,20181203,MIN,HOU
Shot Chart Detail,0021800348,320,201935,James Harden,1610612745,Houston Rockets,2,0,35,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-161,189,1,1,20181203,MIN,HOU
Shot Chart Detail,0021800348,337,201935,James Harden,1610612745,Houston Rockets,3,11,50,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,7,19,1,1,20181203,MIN,HOU
Shot Chart Detail,0021800348,564,201935,James Harden,1610612745,Houston Rockets,4,6,43,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-92,59,1,1,20181203,MIN,HOU
Shot Chart Detail,0021800348,591,201935,James Harden,1610612745,Houston Rockets,4,4,39,Made Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-22,47,1,1,20181203,MIN,HOU
Shot Chart Detail,0021800367,258,201935,James Harden,1610612745,Houston Rockets,2,6,7,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-25,22,1,1,20181206,UTA,HOU
Shot Chart Detail,0021800367,290,201935,James Harden,1610612745,Houston Rockets,2,3,52,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0,22,1,1,20181206,UTA,HOU
Shot Chart Detail,0021800367,297,201935,James Harden,1610612745,Houston Rockets,2,3,32,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,174,198,1,1,20181206,UTA,HOU
Shot Chart Detail,0021800367,312,201935,James Harden,1610612745,Houston Rockets,2,2,31,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,171,176,1,1,20181206,UTA,HOU
Shot Chart Detail,0021800367,394,201935,James Harden,1610612745,Houston Rockets,3,6,55,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-57,78,1,1,20181206,UTA,HOU
Shot Chart Detail,0021800378,42,201935,James Harden,1610612745,Houston Rockets,1,8,23,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,17,1,1,20181208,DAL,HOU
Shot Chart Detail,0021800378,59,201935,James Harden,1610612745,Houston Rockets,1,6,52,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,115,225,1,1,20181208,DAL,HOU
Shot Chart Detail,0021800378,78,201935,James Harden,1610612745,Houston Rockets,1,5,38,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,155,190,1,1,20181208,DAL,HOU
Shot Chart Detail,0021800378,244,201935,James Harden,1610612745,Houston Rockets,2,4,33,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-128,215,1,1,20181208,DAL,HOU
Shot Chart Detail,0021800378,259,201935,James Harden,1610612745,Houston Rockets,2,2,55,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-216,121,1,1,20181208,DAL,HOU
Shot Chart Detail,0021800378,300,201935,James Harden,1610612745,Houston Rockets,3,11,43,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-130,227,1,1,20181208,DAL,HOU
Shot Chart Detail,0021800378,339,201935,James Harden,1610612745,Houston Rockets,3,6,34,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,11,1,1,20181208,DAL,HOU
Shot Chart Detail,0021800378,378,201935,James Harden,1610612745,Houston Rockets,3,4,0,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-94,242,1,1,20181208,DAL,HOU
Shot Chart Detail,0021800378,427,201935,James Harden,1610612745,Houston Rockets,3,0,26,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,10,1,1,20181208,DAL,HOU
Shot Chart Detail,0021800378,534,201935,James Harden,1610612745,Houston Rockets,4,4,54,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,7,1,1,20181208,DAL,HOU
Shot Chart Detail,0021800378,579,201935,James Harden,1610612745,Houston Rockets,4,0,45,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-7,41,1,1,20181208,DAL,HOU
Shot Chart Detail,0021800402,26,201935,James Harden,1610612745,Houston Rockets,1,9,33,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-18,3,1,1,20181211,HOU,POR
Shot Chart Detail,0021800402,105,201935,James Harden,1610612745,Houston Rockets,1,3,50,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-36,271,1,1,20181211,HOU,POR
Shot Chart Detail,0021800402,270,201935,James Harden,1610612745,Houston Rockets,2,2,17,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,7,278,1,1,20181211,HOU,POR
Shot Chart Detail,0021800402,294,201935,James Harden,1610612745,Houston Rockets,2,0,54,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,8,1,1,20181211,HOU,POR
Shot Chart Detail,0021800402,311,201935,James Harden,1610612745,Houston Rockets,3,11,21,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-62,6,1,1,20181211,HOU,POR
Shot Chart Detail,0021800402,343,201935,James Harden,1610612745,Houston Rockets,3,8,25,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,6,1,1,20181211,HOU,POR
Shot Chart Detail,0021800402,354,201935,James Harden,1610612745,Houston Rockets,3,7,18,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-25,54,1,1,20181211,HOU,POR
Shot Chart Detail,0021800402,378,201935,James Harden,1610612745,Houston Rockets,3,5,38,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,9,42,1,1,20181211,HOU,POR
Shot Chart Detail,0021800402,409,201935,James Harden,1610612745,Houston Rockets,3,3,21,Made Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,228,-4,1,1,20181211,HOU,POR
Shot Chart Detail,0021800402,520,201935,James Harden,1610612745,Houston Rockets,4,6,48,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,38,259,1,1,20181211,HOU,POR
Shot Chart Detail,0021800416,37,201935,James Harden,1610612745,Houston Rockets,1,9,3,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,0,39,1,1,20181213,HOU,LAL
Shot Chart Detail,0021800416,42,201935,James Harden,1610612745,Houston Rockets,1,8,32,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,13,294,1,1,20181213,HOU,LAL
Shot Chart Detail,0021800416,77,201935,James Harden,1610612745,Houston Rockets,1,6,6,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,14,12,1,1,20181213,HOU,LAL
Shot Chart Detail,0021800416,138,201935,James Harden,1610612745,Houston Rockets,1,2,58,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-30,8,1,1,20181213,HOU,LAL
Shot Chart Detail,0021800416,247,201935,James Harden,1610612745,Houston Rockets,2,7,0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,17,1,1,20181213,HOU,LAL
Shot Chart Detail,0021800416,281,201935,James Harden,1610612745,Houston Rockets,2,4,26,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-13,79,1,1,20181213,HOU,LAL
Shot Chart Detail,0021800416,359,201935,James Harden,1610612745,Houston Rockets,3,11,43,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-5,27,1,1,20181213,HOU,LAL
Shot Chart Detail,0021800416,503,201935,James Harden,1610612745,Houston Rockets,3,1,29,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,152,15,1,1,20181213,HOU,LAL
Shot Chart Detail,0021800416,523,201935,James Harden,1610612745,Houston Rockets,3,0,33,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,144,243,1,1,20181213,HOU,LAL
Shot Chart Detail,0021800416,553,201935,James Harden,1610612745,Houston Rockets,4,10,28,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,116,51,1,1,20181213,HOU,LAL
Shot Chart Detail,0021800416,636,201935,James Harden,1610612745,Houston Rockets,4,3,40,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,20,293,1,1,20181213,HOU,LAL
Shot Chart Detail,0021800416,640,201935,James Harden,1610612745,Houston Rockets,4,3,12,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,32,2,323,1,1,20181213,HOU,LAL
Shot Chart Detail,0021800416,649,201935,James Harden,1610612745,Houston Rockets,4,2,18,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2,25,1,1,20181213,HOU,LAL
Shot Chart Detail,0021800416,668,201935,James Harden,1610612745,Houston Rockets,4,0,39,Made Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,0,30,1,1,20181213,HOU,LAL
Shot Chart Detail,0021800432,23,201935,James Harden,1610612745,Houston Rockets,1,10,39,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,13,1,1,20181215,MEM,HOU
Shot Chart Detail,0021800432,47,201935,James Harden,1610612745,Houston Rockets,1,8,9,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-8,6,1,1,20181215,MEM,HOU
Shot Chart Detail,0021800432,73,201935,James Harden,1610612745,Houston Rockets,1,5,40,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,0,1,1,20181215,MEM,HOU
Shot Chart Detail,0021800432,90,201935,James Harden,1610612745,Houston Rockets,1,4,14,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,4,1,1,20181215,MEM,HOU
Shot Chart Detail,0021800432,101,201935,James Harden,1610612745,Houston Rockets,1,3,41,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-171,191,1,1,20181215,MEM,HOU
Shot Chart Detail,0021800432,234,201935,James Harden,1610612745,Houston Rockets,2,5,31,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-3,1,1,20181215,MEM,HOU
Shot Chart Detail,0021800432,397,201935,James Harden,1610612745,Houston Rockets,3,4,35,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,101,240,1,1,20181215,MEM,HOU
Shot Chart Detail,0021800432,405,201935,James Harden,1610612745,Houston Rockets,3,3,50,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,54,252,1,1,20181215,MEM,HOU
Shot Chart Detail,0021800432,546,201935,James Harden,1610612745,Houston Rockets,4,4,2,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,1,1,1,20181215,MEM,HOU
Shot Chart Detail,0021800445,100,201935,James Harden,1610612745,Houston Rockets,1,4,18,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,15,1,1,20181217,HOU,UTA
Shot Chart Detail,0021800445,122,201935,James Harden,1610612745,Houston Rockets,1,3,15,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,11,1,1,20181217,HOU,UTA
Shot Chart Detail,0021800445,125,201935,James Harden,1610612745,Houston Rockets,1,2,42,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-8,3,1,1,20181217,HOU,UTA
Shot Chart Detail,0021800445,232,201935,James Harden,1610612745,Houston Rockets,2,8,5,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-18,6,1,1,20181217,HOU,UTA
Shot Chart Detail,0021800445,270,201935,James Harden,1610612745,Houston Rockets,2,5,37,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,15,1,1,20181217,HOU,UTA
Shot Chart Detail,0021800445,358,201935,James Harden,1610612745,Houston Rockets,3,11,22,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,3,13,1,1,20181217,HOU,UTA
Shot Chart Detail,0021800445,440,201935,James Harden,1610612745,Houston Rockets,3,6,26,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,5,10,1,1,20181217,HOU,UTA
